tract_geoid,total_pop,poverty_pop,poverty_percent,mfi,is_urban
48453002104,3304,769,0.23274818401937045,105083,true
48323950602,5218,769,0.14737447297815254,48442,true
48257050300,4666,769,0.16480925846549507,53810,true
48113014408,4284,769,0.17950513538748833,56875,true
48439113404,5540,769,0.1388086642599278,53226,true
12031012702,6102,769,0.12602425434283843,60833,true
12045960100,4819,769,0.15957667565885039,49755,false
12099003202,6657,769,0.11551750037554454,69475,true
12086004403,3431,769,0.22413290585835033,44679,true
12086005901,5476,769,0.14043097151205258,53750,true
39035120801,2279,769,0.33742869679684073,44524,true
22031950300,2783,769,0.27632051742723679,51607,false
26125127700,6548,769,0.11744043982895541,86477,true
01125010702,7731,769,0.099469667572112272,68064,false
04019004313,4488,769,0.17134581105169341,55739,false
04013319705,3713,769,0.20711015351467815,53910,true
55129950500,4873,769,0.15780833162323005,65051,false
55081950700,4954,769,0.15522809850625757,72893,false
49035113413,5640,769,0.13634751773049644,73281,true
49005000702,1508,769,0.50994694960212206,22284,true
31055004800,4951,769,0.15532215713997172,73421,true
06071004510,3634,1025,0.28205833791964779,57943,true
06059052518,7589,1025,0.13506390828831202,91649,true
06037204420,3141,1025,0.32632919452403691,30000,true
41071030102,7791,1025,0.13156205878577845,94919,true
41051009102,6919,1025,0.14814279520161874,83775,true
42101035701,4931,1025,0.20786858649361184,44889,true
72127002600,2047,1025,0.5007327796775769,21593,true
44007003700,3115,1025,0.3290529695024077,98241,true
08041004501,4959,1025,0.20669489816495262,50357,true
37013930501,4435,1025,0.23111612175873733,70865,true
48085031506,9388,1025,0.1091819343843204,72992,true
21009950900,3843,1025,0.26671870934166014,63258,false
23015975200,5009,1025,0.20463166300658814,72575,false
24013507801,5837,1025,0.17560390611615556,61618,true
25025081700,3971,1025,0.25812138000503654,42470,true
