county_geoid,is_metro
49029,True
49031,False
49033,False
49035,True
49037,False
49039,False
49041,False
49043,False
49045,True
49047,False
49049,True
49051,False
49053,True
49055,False
49057,True
50001,False
50003,False
50005,False
50007,True
50009,False
50011,True
50013,True
50015,False
50017,False
50019,False
50021,False
50023,False
50025,False
50027,False
51001,False
51003,True
51005,False
51007,True
51009,True
51011,True
51013,True
51015,True
51017,False
51019,True
51021,False
51023,True
51025,False
51027,False
51029,False
51031,True
51033,False
51035,False
51036,True
51037,False
51041,True
51043,True
51045,True
51047,True
51049,False
51051,False
51053,True
51057,False
51059,True
51061,True
51063,False
51065,True
51067,True
51069,True
51071,True
51073,True
51075,True
51077,False
51079,True
51081,False
51083,False
51085,True
51087,True
51089,False
51091,False
51093,True
51095,True
51097,True
51099,False
51101,True
51103,False
51105,False
51107,True
51109,False
51111,False
51113,True
51115,True
51117,False
51119,False
51121,True
51125,True
51127,True
51131,False
51133,False
51135,False
51137,False
51139,False
51141,False
51143,False
51145,True
51147,False
51149,True
51153,True
51155,True
51157,True
51159,False
51161,True
51163,False
51165,True
51167,False
51169,True
51171,False
51173,False
51175,True
51177,True
51179,True
51181,False
51183,True
51185,False
51187,True
51191,True
51193,False
51195,False
51197,False
51199,True
51510,True
51520,True
51530,False
51540,True
51550,True
51570,True
51580,False
51590,False
51595,False
51600,True
51610,True
51620,True
51630,True
51640,False
51650,True
51660,True
51670,True
51678,False
51680,True
51683,True
51685,True
51690,False
51700,True
51710,True
51720,False
51730,True
51735,True
51740,True
51750,True
51760,True
51770,True
51775,True
51790,True
51800,True
51810,True
51820,True
51830,True
51840,True
53001,False
53003,True
53005,True
53007,True
53009,False
53011,True
53013,False
53015,True
53017,True
53019,False
53021,True
53023,False
53025,False
53027,False
53029,False
53031,False
53033,True
53035,True
53037,False
53039,False
53041,False
53043,False
53045,False
53047,False
53049,False
53051,False
53053,True
53055,False
53057,True
53059,True
53061,True
53063,True
53065,True
53067,True
53069,False
53071,True
53073,True
53075,False
53077,True
54001,False
54003,True
54005,True
54007,False
54009,True
54011,True
54013,False
54015,True
54017,False
54019,True
54021,False
54023,False
54025,False
54027,True
54029,True
54031,False
54033,False
54035,True
54037,True
54039,True
54041,False
54043,True
54045,False
54047,False
54049,False
54051,True
54053,False
54055,False
54057,True
54059,False
54061,True
54063,False
54065,True
54067,False
54069,True
54071,False
54073,False
54075,False
54077,True
54079,True
54081,True
54083,False
54085,False
54087,False
54089,False
54091,False
54093,False
54095,False
54097,False
54099,True
54101,False
54103,False
54105,True
54107,True
54109,False
55001,False
55003,False
55005,False
55007,False
55009,True
55011,False
55013,False
55015,True
55017,True
55019,False
55021,True
55023,False
55025,True
55027,False
55029,False
55031,True
55033,False
55035,True
55037,False
55039,True
55041,False
55043,False
55045,True
55047,False
55049,True
55051,False
55053,False
55055,False
55057,False
55059,True
55061,True
55063,True
55065,False
55067,False
55069,True
55071,False
55073,True
55075,False
55077,False
55078,False
55079,True
55081,False
55083,True
55085,False
55087,True
55089,True
55091,False
55093,True
55095,False
55097,False
55099,False
55101,True
55103,False
55105,True
55107,False
55109,True
55111,False
55113,False
55115,False
55117,True
55119,False
55121,False
55123,False
55125,False
55127,False
55129,False
55131,True
55133,True
55135,False
55137,False
55139,True
55141,False
56001,False
56003,False
56005,False
56007,False
56009,False
56011,False
56013,False
56015,False
56017,False
56019,False
56021,True
56023,False
56025,True
56027,False
56029,False
56031,False
56033,False
56035,False
56037,False
56039,False
56041,False
56043,False
56045,False
60999,False
66010,False
69999,False
72001,True
72003,True
72005,True
72007,True
72009,True
72011,True
72013,True
72015,True
72017,True
72019,True
72021,True
72023,True
72025,True
72027,True
72029,True
72031,True
72033,True
72035,True
72037,True
72039,True
72041,True
72043,False
72045,True
72047,True
72049,False
72051,True
72053,True
72054,True
72055,True
72057,True
72059,True
72061,True
72063,True
72065,True
72067,True
72069,True
72071,True
72073,False
72075,True
72077,True
72079,True
72081,True
72083,True
72085,True
72087,True
72089,True
72091,True
72093,False
72095,True
72097,True
72099,True
72101,True
72103,True
72105,True
72107,True
72109,True
72111,True
72113,True
72115,True
72117,True
72119,True
72121,True
72123,False
72125,True
72127,True
72129,True
72131,True
72133,False
72135,True
72137,True
72139,True
72141,True
72143,True
72145,True
72147,False
72149,True
72151,True
72153,True
78010,False
78020,False
78030,False
